Desired velocity: 0.2
Waypoints: 
-1.01,-0.57
1.46,-0.57
1.46,1.45
-1,1.45
x       y       velocity      desired_vel     vel_output      heading    crosstrack_error   steer_angle
1.09362 -0.545244 0.2 0.2 40.98 0.14296 -0.024756 5.0269
1.10248 -0.545096 0.203 0.2 40.65 0.146472 -0.024904 6.19331
1.11079 -0.544977 0.204 0.2 40.51 0.143676 -0.025023 5.48826
1.11079 -0.544977 0.203 0.2 40.58 0.143676 -0.025023 5.33718
1.11079 -0.544977 0.2 0.2 40.88 0.143676 -0.025023 4.87503
1.14845 -0.542463 0.2 0.2 40.88 0.141009 -0.027537 1.06212
1.15792 -0.542387 0.202 0.2 40.66 0.141396 -0.027613 1.40603
1.16692 -0.542393 0.205 0.2 40.31 0.141169 -0.027607 1.85432
1.18429 -0.542216 0.204 0.2 40.37 0.143948 -0.027784 2.17893
1.19294 -0.541454 0.202 0.2 40.55 0.134357 -0.028546 -1.53047
1.20276 -0.541442 0.201 0.2 40.64 0.13211 -0.028558 -2.29074
Acheived waypoint: 1
1.21326 -0.543145 0.198 0.2 40.96 1.68222 -0.246744 100
1.23244 -0.540395 0.2 0.2 40.76 1.70207 -0.227558 100
1.24106 -0.540215 0.201 0.2 40.65 1.69322 -0.218939 100
1.24967 -0.540462 0.202 0.2 40.53 1.69442 -0.210327 100
1.25856 -0.539975 0.201 0.2 40.62 1.69393 -0.201435 100
1.2777 -0.538657 0.199 0.2 40.83 1.69548 -0.1823 100
1.28759 -0.538356 0.199 0.2 40.84 1.69483 -0.172412 100
1.29722 -0.537655 0.199 0.2 40.85 1.69234 -0.162782 100
1.30618 -0.536095 0.202 0.2 40.53 1.68746 -0.153818 100
1.32217 -0.529899 0.203 0.2 40.4 1.67181 -0.137826 100
1.33071 -0.526511 0.2 0.2 40.7 1.66155 -0.129286 100
1.33894 -0.522178 0.196 0.2 41.14 1.64956 -0.121062 100
1.34755 -0.518134 0.192 0.2 41.62 1.64164 -0.112453 100
1.3646 -0.510595 0.191 0.2 41.81 1.62353 -0.095396 100
1.37231 -0.506955 0.19 0.2 42.01 1.61607 -0.08769 100
1.37976 -0.503554 0.189 0.2 42.22 1.60768 -0.0802361 100
1.38707 -0.499939 0.188 0.2 42.44 1.60448 -0.072932 100
1.40163 -0.492579 0.187 0.2 42.67 1.5874 -0.058374 100
1.40948 -0.489245 0.187 0.2 42.8 1.5823 -0.050523 100
1.41773 -0.485518 0.191 0.2 42.49 1.56911 -0.0422701 100
1.42616 -0.481643 0.191 0.2 42.58 1.56091 -0.033836 100
1.4423 -0.473205 0.192 0.2 42.56 1.54275 -0.017701 100
1.44931 -0.468058 0.197 0.2 42.09 1.53466 -0.010689 100
1.45629 -0.462522 0.197 0.2 42.12 1.52523 -0.00370705 100
1.46364 -0.457015 0.196 0.2 42.26 1.516 0.00363696 100
1.47925 -0.445857 0.196 0.2 42.3 1.49452 0.019246 100
1.48706 -0.440044 0.196 0.2 42.34 1.48632 0.0270569 100
1.49423 -0.434332 0.197 0.2 42.27 1.47954 0.0342259 100
1.50076 -0.42829 0.199 0.2 42.08 1.46934 0.040761 100
1.51479 -0.418508 0.198 0.2 42.2 1.45122 0.05479 100
1.52136 -0.413244 0.197 0.2 42.33 1.44265 0.061363 100
1.52816 -0.40783 0.196 0.2 42.47 1.43547 0.0681649 100
1.53559 -0.402577 0.195 0.2 42.62 1.42439 0.075593 100
1.54997 -0.392326 0.196 0.2 42.56 1.4083 0.0899739 100
1.55638 -0.387416 0.195 0.2 42.71 1.39984 0.096378 100
1.56303 -0.38239 0.196 0.2 42.65 1.39147 0.103032 100
1.5699 -0.377067 0.196 0.2 42.69 1.38088 0.109898 100
1.5844 -0.3649 0.194 0.2 42.95 1.36349 0.124399 100
1.59189 -0.357631 0.194 0.2 43.01 1.35229 0.131888 100
1.59847 -0.349986 0.196 0.2 42.85 1.34496 0.138468 100
1.60472 -0.342082 0.198 0.2 42.67 1.33109 0.144724 100
1.61203 -0.33567 0.2 0.2 42.47 1.32008 0.152028 100
1.62501 -0.32247 0.204 0.2 42.03 1.30112 0.165009 100
1.63116 -0.315407 0.203 0.2 42.1 1.28947 0.171163 100
1.63746 -0.308719 0.203 0.2 42.07 1.28007 0.177458 100
1.6498 -0.29573 0.203 0.2 42.04 1.26286 0.189799 100
1.65564 -0.290165 0.202 0.2 42.12 1.252 0.195638 100
1.66165 -0.284553 0.2 0.2 42.32 1.2447 0.201653 100
1.66762 -0.278407 0.197 0.2 42.65 1.23937 0.207618 100
1.67963 -0.26547 0.196 0.2 42.79 1.22297 0.219628 100
1.68578 -0.257892 0.192 0.2 43.27 1.21473 0.225775 100
1.6918 -0.250564 0.193 0.2 43.24 1.20455 0.231801 100
1.6983 -0.243715 0.196 0.2 42.98 1.19711 0.238304 100
1.71114 -0.230828 0.196 0.2 43.02 1.17685 0.251135 100
1.71767 -0.223896 0.199 0.2 42.73 1.16897 0.257668 100
1.72319 -0.216074 0.2 0.2 42.63 1.16423 0.263193 100
1.72806 -0.20799 0.201 0.2 42.52 1.14507 0.268057 100
1.73818 -0.190669 0.201 0.2 42.51 1.13138 0.278178 100
1.74325 -0.182845 0.204 0.2 42.17 1.1175 0.28325 100
1.74793 -0.175118 0.209 0.2 41.58 1.11094 0.287925 100
1.7524 -0.167764 0.203 0.2 42.15 1.10162 0.292395 100
1.76057 -0.152157 0.203 0.2 42.12 1.08693 0.300567 100
1.76528 -0.144477 0.202 0.2 42.2 1.07692 0.30528 100
1.77028 -0.136719 0.199 0.2 42.51 1.06683 0.310276 100
1.77536 -0.129099 0.198 0.2 42.63 1.06801 0.315359 100
1.78577 -0.112794 0.196 0.2 42.87 1.04171 0.325769 100
1.79036 -0.104641 0.196 0.2 42.91 1.02359 0.330362 100
1.79504 -0.097979 0.197 0.2 42.84 1.02702 0.335041 100
1.79986 -0.090686 0.196 0.2 42.98 1.01866 0.339856 100
1.80466 -0.082968 0.195 0.2 43.13 1.00944 0.344656 100
1.81289 -0.066004 0.198 0.2 42.85 0.969458 0.352891 100
1.81714 -0.05769 0.2 0.2 42.65 0.968579 0.357143 100
1.82099 -0.049031 0.201 0.2 42.54 0.960502 0.360994 100
1.82726 -0.030315 0.204 0.2 42.2 0.938995 0.36726 100
1.83163 -0.020583 0.202 0.2 42.38 0.915662 0.371635 100
1.83633 -0.011574 0.202 0.2 42.36 0.917231 0.376332 100
1.83939 -0.001835 0.204 0.2 42.12 0.906343 0.379387 100
1.84572 0.016038 0.203 0.2 42.19 0.887148 0.385724 100
1.84878 0.024438 0.202 0.2 42.27 0.869032 0.388779 100
1.85271 0.031733 0.201 0.2 42.36 0.869378 0.392708 100
1.85623 0.039561 0.198 0.2 42.68 0.861422 0.39623 100
1.86218 0.056726 0.198 0.2 42.7 0.830392 0.40218 100
1.86604 0.064475 0.197 0.2 42.83 0.83808 0.406044 100
1.86835 0.072997 0.198 0.2 42.75 0.821158 0.408348 100
1.8711 0.080843 0.197 0.2 42.88 0.824456 0.411098 100
1.87756 0.097882 0.198 0.2 42.8 0.790971 0.417561 100
1.88144 0.106347 0.197 0.2 42.93 0.795219 0.421439 100
1.88485 0.116087 0.197 0.2 42.96 0.773532 0.424851 100
1.88739 0.1258 0.198 0.2 42.88 0.762059 0.427391 100
1.88915 0.135053 0.203 0.2 42.35 0.762336 0.429147 100
1.8923 0.153602 0.2 0.2 42.65 0.742815 0.432299 100
1.89386 0.162878 0.205 0.2 42.1 0.722772 0.433859 100
1.89482 0.171059 0.203 0.2 42.27 0.71482 0.434818 100
1.8976 0.18787 0.202 0.2 42.35 0.69572 0.437602 100
1.89816 0.196472 0.202 0.2 42.33 0.694675 0.438165 100
1.89948 0.204829 0.201 0.2 42.42 0.695459 0.439481 100
1.90049 0.213579 0.199 0.2 42.63 0.675036 0.440494 100
1.90321 0.231081 0.202 0.2 42.31 0.656843 0.443212 100
1.90476 0.240301 0.196 0.2 42.95 0.646417 0.444761 100
