timestamp   actual_x   actual_y     actual_t    x_estimate    y_estimate   t_estimate   x_mes  y_mes  t_mes 
0.049 0.351519 2.7282 2.93937 0.338723 2.782 2.92803 0.147874 2.7513 2.99721 0.197972
0.05 0.330842 2.73036 2.95426 0.330515 2.79173 2.93029 0.444676 2.83808 2.90327 0.197972
0.05 0.313673 2.7319 2.96658 0.315305 2.80015 2.93987 0.33067 2.84465 2.93444 0.200954
0.05 0.299852 2.73302 2.97612 0.30033 2.79819 2.92217 0.285501 2.74573 2.85761 0.200954
0.05 0.279133 2.73443 2.99085 0.279855 2.81027 2.9317 0.277478 2.88026 2.92277 0.189797
0.05 0.261823 2.73534 3.00352 0.261845 2.81017 2.94093 0.251688 2.77437 2.9344 0.18889
0.05 0.244524 2.73605 3.01584 0.241823 2.83824 2.95126 0.212305 3.0706 2.95327 0.187524
0.051 0.227206 2.73656 3.02819 0.22985 2.8188 3.03771 0.282728 2.62652 3.20376 0.198196
0.049 0.209861 2.73687 3.04048 0.210311 2.79644 3.04299 0.188548 2.56601 3.02128 0.201338
0.05 0.19248 2.73696 3.05294 0.189587 2.79906 3.00761 0.15493 2.79306 2.89778 0.199506
0.05 0.17516 2.73681 3.06536 0.179925 2.80141 3.00623 0.250699 2.79754 2.97482 0.199506
0.05 0.157819 2.73642 3.07799 0.177472 2.78598 3.05376 0.319277 2.62862 3.1313 0.199369
0.05 0.14061 2.73583 3.0905 0.16195 2.775 3.05892 0.177347 2.65482 3.04021 0.197827
0.051 0.119804 2.73484 3.10538 0.138288 2.78731 3.05522 0.109921 2.88124 3.01453 0.2008
0.05 0.106044 2.73405 3.11519 0.125785 2.7838 3.06191 0.137421 2.73852 3.05398 0.19742
0.049 0.0887607 2.73283 3.12758 0.0920788 2.78744 3.07923 -0.0641172 2.81041 3.09077 0.199333
0.05 0.0750459 2.73168 3.13764 0.0837539 2.79118 3.13044 0.136148 2.82997 3.22616 0.199333
0.05 0.0543042 2.72971 -3.13058 0.0664931 2.79525 -3.15862 0.100129 2.82516 -3.20364 0.189008
0.05 0.0405039 2.72821 -3.12082 0.0672245 2.8504 1.24598 0.184139 2.82482 -3.08236 0.188377
0.05 0.0199513 2.7257 -3.10586 0.0654913 2.85919 -0.105309 -0.200972 2.5683 -3.24049 0.188692
0.05 0.0061883 2.72386 -3.09596 0.0744334 2.83181 -0.999058 -0.0410747 2.59008 -3.07108 0.200042
0.05 -0.0109709 2.7214 -3.08335 0.0706239 2.80051 -1.64666 -0.0229585 2.68459 -3.15858 0.200042
0.05 -0.0314518 2.71812 -3.06833 0.0635327 2.77506 -2.09577 0.0885205 2.74384 -3.15758 0.189697
0.052 -0.048469 2.71521 -3.05601 0.046359 2.7603 -2.38828 0.0276311 2.75033 -3.08697 0.201065
0.048 -0.0655367 2.71207 -3.0436 0.0074286 2.74425 -2.55942 -0.204119 2.68485 -2.97738 0.199207
0.05 -0.0825695 2.70871 -3.03127 -0.0347949 2.70955 -2.71936 -0.264834 2.44252 -3.11429 0.199207
0.05 -0.0995292 2.70515 -3.0191 -0.0499854 2.69038 -2.78517 -0.0311826 2.55986 -2.96466 0.186373
0.05 -0.116419 2.70137 -3.00679 -0.0730783 2.68007 -2.82164 -0.131246 2.62778 -2.93415 0.201619
0.05 -0.133203 2.69743 -2.99431 -0.109883 2.67524 -2.87028 -0.296171 2.66492 -3.0088 0.201619
0.051 -0.149927 2.69325 -2.98192 -0.135403 2.6859 -2.86729 -0.218864 2.82824 -2.88376 0.189198
0.049 -0.166606 2.68886 -2.96951 -0.156463 2.67979 -2.86634 -0.197677 2.66284 -2.89275 0.20155
0.05 -0.183307 2.68425 -2.9573 -0.172777 2.66733 -2.91901 -0.163358 2.57522 -3.07037 0.20155
0.05 -0.199932 2.6794 -2.9447 -0.187597 2.66678 -2.90032 -0.168377 2.69965 -2.8857 0.202485
0.05 -0.213207 2.67536 -2.93482 -0.202578 2.66811 -2.88665 -0.217118 2.71302 -2.87744 0.202485
0.05 -0.232958 2.66915 -2.91984 -0.22497 2.6705 -2.86212 -0.248049 2.74563 -2.83693 0.19315
0.05 -0.246072 2.66479 -2.90958 -0.249403 2.67139 -2.88299 -0.352953 2.70704 -2.95257 0.202967
0.05 -0.265654 2.65804 -2.89449 -0.27324 2.66676 -2.87808 -0.308612 2.66982 -2.9019 0.207681
0.051 -0.285093 2.65098 -2.87906 -0.289604 2.65914 -2.93307 -0.249195 2.61525 -3.09571 0.207681
0.049 -0.298136 2.6461 -2.86899 -0.287665 2.64942 -2.91344 -0.140536 2.58781 -2.89366 0.202336
0.05 -0.314191 2.63983 -2.85628 -0.309882 2.63774 -2.84826 -0.365432 2.57968 -2.72854 0.203139
0.051 -0.32696 2.63466 -2.84625 -0.322974 2.6441 -2.85179 -0.320909 2.73816 -2.88103 0.203139
0.05 -0.342954 2.62796 -2.83356 -0.344725 2.62837 -2.83939 -0.393756 2.52649 -2.84033 0.193738
0.049 -0.361974 2.61978 -2.81879 -0.370336 2.61003 -2.81422 -0.427046 2.49816 -2.7918 0.195243
0.05 -0.377784 2.61269 -2.80592 -0.389176 2.59339 -2.7529 -0.417032 2.50337 -2.6434 0.205898
0.05 -0.393433 2.60542 -2.7931 -0.404693 2.61087 -2.73531 -0.400473 2.83927 -2.71911 0.204068
0.05 -0.409003 2.59796 -2.78057 -0.416335 2.62539 -2.75185 -0.37266 2.8188 -2.81519 0.205221
0.05 -0.424466 2.59031 -2.76796 -0.422395 2.60279 -2.7652 -0.325705 2.44379 -2.82895 0.205221
0.05 -0.44291 2.58084 -2.75246 -0.445569 2.59936 -2.74596 -0.482966 2.64021 -2.73532 0.203714
0.05 -0.452088 2.57598 -2.74502 -0.460255 2.58402 -2.76674 -0.506101 2.46942 -2.83333 0.201332
0.05 -0.470329 2.56606 -2.72969 -0.47208 2.57639 -2.77615 -0.39798 2.56911 -2.83381 0.207072
0.051 -0.48838 2.55586 -2.71434 -0.512125 2.58612 -2.77187 -0.706955 2.74428 -2.79218 0.207229
0.049 -0.500308 2.54887 -2.70406 -0.510239 2.56995 -2.72333 -0.374237 2.47537 -2.63831 0.205102
0.05 -0.518047 2.53828 -2.68902 -0.538414 2.56171 -2.70234 -0.627448 2.56458 -2.68854 0.207071
0.05 -0.529773 2.53102 -2.6786 -0.549783 2.55438 -2.71433 -0.536667 2.53457 -2.76552 0.204914
0.05 -0.544347 2.5218 -2.66584 -0.559985 2.51904 -2.68248 -0.51074 2.2579 -2.64406 0.204914
0.05 -0.558834 2.51238 -2.65313 -0.577373 2.51858 -2.66197 -0.596325 2.58894 -2.64071 0.192721
0.05 -0.573205 2.50277 -2.64034 -0.598102 2.51153 -2.66418 -0.647415 2.51627 -2.69633 0.194845
0.05 -0.590197 2.49107 -2.6249 -0.596819 2.50423 -2.62885 -0.413522 2.53145 -2.58218 0.194836
0.05 -0.601491 2.48309 -2.61461 -0.609499 2.48574 -2.59154 -0.619552 2.38238 -2.52962 0.191816
0.05 -0.618223 2.47092 -2.59937 -0.632672 2.47537 -2.56622 -0.686954 2.48248 -2.54042 0.194497
0.05 -0.629266 2.46266 -2.5891 -0.650904 2.47991 -2.54147 -0.71608 2.59735 -2.50498 0.203852
0.05 -0.642978 2.45218 -2.57616 -0.66914 2.46365 -2.53174 -0.706766 2.40115 -2.53926 0.205314
0.05 -0.653883 2.44365 -2.56607 -0.678834 2.43818 -2.50496 -0.666085 2.27615 -2.4698 0.205314
0.05 -0.670021 2.43067 -2.55075 -0.692357 2.43439 -2.46998 -0.665987 2.52041 -2.42202 0.197058
0.05 -0.683327 2.41968 -2.53799 -0.70684 2.44313 -2.50554 -0.706895 2.61552 -2.6115 0.194536
0.05 -0.696451 2.40856 -2.5251 -0.718025 2.42869 -2.48276 -0.694767 2.39132 -2.46069 0.20641
0.05 -0.709445 2.39723 -2.51248 -0.731941 2.42778 -2.43525 -0.740749 2.52763 -2.3537 0.20641
0.05 -0.719771 2.38803 -2.50231 -0.738131 2.41963 -2.49872 -0.684077 2.41103 -2.66871 0.208229
0.051 -0.734991 2.37408 -2.48681 -0.761778 2.38541 -2.50971 -0.824991 2.17183 -2.57319 0.208229
0.049 -0.747488 2.36222 -2.47382 -0.799355 2.36729 -2.53884 -1.01662 2.28111 -2.63175 0.194591
0.05 -0.759856 2.3503 -2.46115 -0.82191 2.33741 -2.4821 -0.910413 2.1576 -2.38159 0.195212
0.05 -0.772119 2.33809 -2.44835 -0.842738 2.30993 -2.4637 -0.912177 2.15126 -2.45294 0.207552
0.05 -0.784157 2.3258 -2.4352 -0.860083 2.28916 -2.4487 -0.898214 2.19513 -2.44482 0.207552
0.052 -0.798413 2.31089 -2.41968 -0.866259 2.27823 -2.42039 -0.776825 2.30314 -2.39168 0.208561
0.048 -0.807754 2.30081 -2.40936 -0.872884 2.25806 -2.37715 -0.844412 2.16066 -2.30328 0.206041
0.05 -0.819379 2.28797 -2.39653 -0.878415 2.25857 -2.36543 -0.811671 2.37684 -2.36728 0.208534
0.05 -0.830842 2.27502 -2.38399 -0.888903 2.24613 -2.35369 -0.871088 2.24286 -2.35673 0.208534
0.05 -0.842029 2.26195 -2.37102 -0.92075 2.24547 -2.38107 -1.09894 2.34518 -2.46933 0.210236
0.05 -0.85309 2.24875 -2.35792 -0.932706 2.22283 -2.35659 -0.930518 2.12338 -2.33184 0.210236
0.05 -0.864057 2.2354 -2.34551 -0.935379 2.19819 -2.34878 -0.844105 2.0797 -2.36382 0.208837
0.05 -0.874817 2.22194 -2.33259 -0.943752 2.18365 -2.327 -0.91048 2.16415 -2.30746 0.208837
0.051 -0.885395 2.20834 -2.31971 -0.957695 2.17979 -2.31484 -0.977541 2.26193 -2.31296 0.195134
0.049 -0.895858 2.19458 -2.30722 -0.96067 2.16661 -2.30677 -0.876999 2.16172 -2.31758 0.196668
0.05 -0.906113 2.18071 -2.29434 -0.966681 2.16545 -2.31119 -0.909822 2.27231 -2.34827 0.195449
0.05 -0.916103 2.16668 -2.28132 -0.998556 2.13951 -2.30823 -1.18899 2.0116 -2.32794 0.195592
0.05 -0.923986 2.15541 -2.2708 -1.00628 2.12913 -2.25585 -1.00058 2.13536 -2.15958 0.210456
0.05 -0.935671 2.13825 -2.25544 -1.01321 2.12515 -2.28097 -0.944364 2.23159 -2.37397 0.209824
0.05 -0.945094 2.12394 -2.2425 -1.02247 2.12684 -2.2256 -1.01384 2.27475 -2.12601 0.208637
0.05 -0.95441 2.10942 -2.22937 -1.01861 2.10975 -2.18407 -0.88938 2.08359 -2.12105 0.208637
0.05 -0.963558 2.09478 -2.21669 -1.03858 2.07697 -2.22383 -1.12152 1.88967 -2.34566 0.208455
0.051 -0.972472 2.08008 -2.2037 -1.0589 2.04395 -2.20345 -1.15494 1.86143 -2.18696 0.208455
0.049 -0.981216 2.06525 -2.19045 -1.07642 2.02915 -2.20123 -1.14351 2.01841 -2.22292 0.196856
0.05 -0.989797 2.05029 -2.17778 -1.08614 2.01631 -2.19877 -1.07952 2.0249 -2.22092 0.196382
0.051 -0.998115 2.03521 -2.16481 -1.08896 1.99998 -2.22578 -1.01008 1.97019 -2.31891 0.207914
0.049 -1.00625 2.02005 -2.15189 -1.06667 1.98828 -2.19952 -0.759499 2.01029 -2.17381 0.207914
0.05 -1.01426 2.00465 -2.13904 -1.0665 1.99215 -2.13381 -0.980862 2.17214 -2.00997 0.193998
0.05 -1.02207 1.98925 -2.12627 -1.06178 1.9848 -2.09199 -0.936958 2.05938 -2.02511 0.195409
0.05 -1.02963 1.97375 -2.11344 -1.05977 1.97431 -2.12911 -0.94677 2.00874 -2.2433 0.193875
0.05 -1.0356 1.96119 -2.10335 -1.07493 1.96582 -2.08813 -1.15611 2.00171 -2.0146 0.194715
0.05 -1.04424 1.94236 -2.08782 -1.08458 1.95094 -2.07643 -1.078 1.98026 -2.08299 0.197503
0.05 -1.05122 1.92661 -2.07488 -1.09715 1.92733 -2.08417 -1.13192 1.84292 -2.13159 0.20748
0.051 -1.058 1.91074 -2.06183 -1.09862 1.90182 -2.02927 -1.04387 1.80905 -1.93492 0.20748
0.049 -1.06456 1.89474 -2.04884 -1.09412 1.88592 -2.0428 -0.971945 1.87872 -2.10581 0.207774
0.05 -1.07092 1.87876 -2.03594 -1.09203 1.88606 -1.98633 -1.00968 2.03939 -1.88626 0.207774
0.05 -1.07827 1.8594 -2.02044 -1.10324 1.84844 -1.93161 -1.14236 1.67684 -1.84209 0.20551
0.05 -1.08301 1.84639 -2.01012 -1.09197 1.84712 -1.97137 -0.925315 1.95186 -2.08794 0.203079
0.05 -1.08764 1.83337 -2.00006 -1.09984 1.83389 -1.97698 -1.11929 1.82726 -2.01259 0.203079
0.05 -1.09436 1.81373 -1.98471 -1.09138 1.79543 -2.01563 -0.919189 1.60505 -2.14245 0.193766
0.05 -1.10077 1.79402 -1.96945 -1.11514 1.79017 -1.9878 -1.25901 1.91925 -1.9544 0.204403
0.05 -1.10384 1.78414 -1.96173 -1.11951 1.77766 -1.97495 -1.12262 1.74925 -1.96289 0.202629
0.05 -1.10975 1.76438 -1.94647 -1.13908 1.75764 -1.96292 -1.24663 1.74704 -1.96758 0.202629
0.05 -1.11534 1.74443 -1.93099 -1.15227 1.75147 -1.92313 -1.20932 1.87777 -1.86402 0.203083
0.052 -1.11896 1.73105 -1.92093 -1.16481 1.73027 -1.88777 -1.24533 1.65514 -1.82875 0.202325
0.048 -1.12326 1.71434 -1.9085 -1.16732 1.73717 -1.86676 -1.142 1.95944 -1.84622 0.203246
0.05 -1.12737 1.69755 -1.89611 -1.16751 1.69713 -1.8607 -1.12042 1.47325 -1.87825 0.203246
0.05 -1.13127 1.68066 -1.88352 -1.16918 1.68558 -1.87902 -1.12899 1.73081 -1.9503 0.202018
0.05 -1.13421 1.66715 -1.8735 -1.17681 1.654 -1.86257 -1.21147 1.47963 -1.84822 0.202018
0.05 -1.13847 1.64677 -1.8588 -1.1832 1.64072 -1.85543 -1.1847 1.70321 -1.87163 0.193381
0.05 -1.14173 1.62985 -1.84616 -1.19459 1.63259 -1.88964 -1.24235 1.70819 -1.99532 0.203229
0.05 -1.14478 1.61282 -1.83348 -1.20386 1.59496 -1.87209 -1.2422 1.39371 -1.86125 0.203229
0.05 -1.14756 1.59578 -1.82065 -1.21686 1.58528 -1.87668 -1.28611 1.64833 -1.91415 0.203315
0.05 -1.14965 1.58209 -1.81034 -1.20913 1.5738 -1.8817 -1.09246 1.58916 -1.9182 0.200426
0.05 -1.15255 1.56147 -1.79534 -1.21924 1.56015 -1.7865 -1.27856 1.62637 -1.60161 0.205229
0.051 -1.15476 1.54438 -1.78265 -1.21715 1.54932 -1.77316 -1.16273 1.60661 -1.77208 0.202516
0.049 -1.15638 1.5306 -1.77286 -1.20878 1.52515 -1.75599 -1.10547 1.42538 -1.74229 0.202516
0.05 -1.15844 1.50994 -1.75728 -1.22217 1.51228 -1.72585 -1.31729 1.58478 -1.68713 0.192848
0.05 -1.15999 1.4927 -1.74494 -1.23485 1.50758 -1.74242 -1.32059 1.62356 -1.80465 0.18792
0.05 -1.16105 1.47892 -1.73498 -1.22941 1.4791 -1.77607 -1.14375 1.33558 -1.87692 0.189022
0.052 -1.16242 1.45819 -1.7201 -1.22508 1.45744 -1.71603 -1.15849 1.44797 -1.61254 0.191336
0.048 -1.16331 1.44089 -1.70767 -1.22166 1.42585 -1.72855 -1.1584 1.28716 -1.78611 0.18943
0.05 -1.16399 1.42362 -1.69537 -1.21678 1.41443 -1.68632 -1.15399 1.46974 -1.61925 0.201319
0.05 -1.1645 1.40625 -1.6832 -1.20578 1.3699 -1.65841 -1.08801 1.11146 -1.62663 0.201319
0.05 -1.16473 1.39241 -1.67312 -1.20734 1.36717 -1.66211 -1.20687 1.47191 -1.69178 0.188982
0.052 -1.16482 1.37161 -1.65859 -1.21381 1.33626 -1.71044 -1.23742 1.23703 -1.8534 0.190295
0.048 -1.16464 1.35439 -1.64606 -1.20662 1.3165 -1.65824 -1.12873 1.29235 -1.56701 0.188752
0.05 -1.16421 1.33709 -1.63319 -1.20045 1.28129 -1.61656 -1.13736 1.11152 -1.54951 0.187909
0.05 -1.16358 1.31981 -1.6204 -1.18987 1.2615 -1.56405 -1.0948 1.23874 -1.47422 0.20008
0.051 -1.16277 1.30256 -1.60807 -1.17782 1.24916 -1.6 -1.05016 1.29539 -1.71353 0.20008
0.05 -1.16176 1.28522 -1.59598 -1.16323 1.22481 -1.59204 -1.01931 1.15848 -1.60556 0.199804
0.049 -1.16056 1.26795 -1.58371 -1.16737 1.21041 -1.56104 -1.20877 1.23818 -1.51742 0.199804
0.05 -1.15941 1.25417 -1.57379 -1.1561 1.23183 -1.52831 -1.05735 1.56734 -1.47657 0.188743
0.05 -1.15741 1.23349 -1.55877 -1.16727 1.22071 -1.52861 -1.27652 1.31231 -1.55949 0.191743
0.052 -1.15549 1.2163 -1.54645 -1.1655 1.20261 -1.55277 -1.14451 1.19496 -1.63512 0.186887
0.048 -1.15337 1.19918 -1.53389 -1.16338 1.18282 -1.55166 -1.14302 1.15881 -1.57618 0.188179
0.05 -1.15107 1.18205 -1.52162 -1.17728 1.1636 -1.50694 -1.32163 1.14497 -1.42955 0.199707
0.05 -1.14858 1.16498 -1.50949 -1.16006 1.15649 -1.48569 -1.01063 1.25247 -1.46862 0.199707
0.05 -1.14639 1.15132 -1.49966 -1.1527 1.14913 -1.4726 -1.09534 1.21019 -1.46511 0.187783
0.051 -1.14288 1.13078 -1.48473 -1.15556 1.11914 -1.49446 -1.19044 1.03191 -1.57617 0.190318
0.049 -1.13969 1.11375 -1.47231 -1.14741 1.11623 -1.4777 -1.08435 1.25279 -1.46954 0.200983
0.05 -1.13632 1.0968 -1.45973 -1.15054 1.09903 -1.45423 -1.1987 1.09876 -1.42784 0.200983
0.052 -1.13272 1.07992 -1.44725 -1.14261 1.08317 -1.43069 -1.09033 1.09517 -1.40472 0.189359
0.048 -1.1289 1.06301 -1.43466 -1.13465 1.05888 -1.43757 -1.07658 0.991665 -1.48141 0.189713
0.05 -1.12486 1.04628 -1.42192 -1.12984 1.04132 -1.43032 -1.10463 1.0367 -1.44062 0.186931
0.05 -1.12068 1.02953 -1.40971 -1.13313 1.00774 -1.4322 -1.18266 0.851553 -1.46329 0.199659
0.05 -1.11624 1.01277 -1.39716 -1.1273 0.987855 -1.42205 -1.09413 0.962028 -1.42785 0.199659
0.05 -1.11064 0.9928 -1.38219 -1.11797 0.966085 -1.37868 -1.06852 0.952748 -1.31235 0.188111
0.05 -1.10674 0.979493 -1.37215 -1.11206 0.955043 -1.37111 -1.08061 0.979579 -1.37702 0.197817
0.05 -1.10168 0.962932 -1.35965 -1.10239 0.932972 -1.39185 -1.03361 0.886151 -1.46916 0.200308
0.05 -1.09645 0.946508 -1.34739 -1.08922 0.918181 -1.39748 -0.988423 0.939677 -1.441 0.200308
0.05 -1.0899 0.926851 -1.33253 -1.08799 0.900198 -1.38795 -1.1084 0.9236 -1.39957 0.198977
0.05 -1.08536 0.913833 -1.32249 -1.07747 0.867144 -1.35845 -1.00739 0.680592 -1.31381 0.196546
0.05 -1.07951 0.897573 -1.31013 -1.07355 0.860529 -1.3462 -1.071 0.958284 -1.34677 0.198817
0.05 -1.07349 0.881416 -1.29773 -1.06353 0.842939 -1.32245 -1.00851 0.834735 -1.29729 0.198817
0.05 -1.06723 0.865252 -1.28545 -1.06487 0.827162 -1.28001 -1.12704 0.834934 -1.20785 0.186002
0.05 -1.05945 0.846067 -1.27046 -1.06134 0.793682 -1.30177 -1.07227 0.666867 -1.38436 0.198347
0.05 -1.05412 0.833312 -1.26058 -1.06797 0.778947 -1.28253 -1.16802 0.764993 -1.2586 0.196574
0.05 -1.04727 0.817443 -1.24813 -1.06698 0.756873 -1.23456 -1.11431 0.701748 -1.15155 0.199247
0.05 -1.04023 0.801637 -1.2358 -1.04889 0.75243 -1.23661 -0.92796 0.866595 -1.27286 0.199247
0.05 -1.03297 0.7859 -1.22334 -1.05352 0.723311 -1.23624 -1.14729 0.603372 -1.26084 0.198263
0.05 -1.02556 0.770279 -1.21105 -1.04544 0.711082 -1.20458 -1.02838 0.748203 -1.1611 0.200659
0.05 -1.01793 0.754773 -1.19867 -1.02096 0.6987 -1.20544 -0.844331 0.73539 -1.23959 0.199114
0.05 -1.01014 0.739429 -1.18628 -1.01354 0.674992 -1.21874 -0.994 0.605077 -1.27786 0.203529
0.05 -1.00211 0.724162 -1.17358 -1.00333 0.663107 -1.21153 -0.961541 0.704546 -1.22501 0.203529
0.05 -0.993884 0.70898 -1.16089 -1.01513 0.642677 -1.16355 -1.1942 0.598706 -1.0783 0.202873
0.05 -0.98548 0.69391 -1.14838 -1.00401 0.635137 -1.14708 -0.964782 0.713557 -1.13953 0.202873
0.05 -0.976897 0.679002 -1.13576 -0.987468 0.615268 -1.16012 -0.890616 0.578251 -1.22043 0.20359
0.05 -0.968121 0.664237 -1.12316 -0.976308 0.601655 -1.13734 -0.938554 0.620645 -1.11478 0.20359
0.05 -0.959145 0.649482 -1.11036 -0.964832 0.604628 -1.12816 -0.92457 0.782081 -1.13669 0.192086
0.051 -0.951802 0.637769 -1.10036 -0.97093 0.583006 -1.11625 -1.08485 0.496295 -1.10934 0.204589
0.049 -0.940563 0.620362 -1.08526 -0.949938 0.571629 -1.11699 -0.833082 0.642263 -1.15658 0.204589
0.05 -0.931025 0.605981 -1.0725 -0.943838 0.563453 -1.11362 -0.955279 0.634411 -1.13515 0.203139
0.05 -0.921332 0.591729 -1.05988 -0.928965 0.553939 -1.12378 -0.854052 0.613371 -1.17811 0.204574
0.051 -0.911491 0.57765 -1.04742 -0.910677 0.566807 -1.08815 -0.815058 0.832904 -1.03966 0.203646
0.049 -0.901406 0.563629 -1.03498 -0.885125 0.569277 -1.0505 -0.726635 0.734241 -0.997841 0.203614
0.05 -0.891167 0.549712 -1.02246 -0.870709 0.56239 -0.99345 -0.827896 0.632903 -0.893113 0.203614
0.05 -0.880723 0.53593 -1.00996 -0.85694 0.560625 -0.952383 -0.823888 0.677069 -0.888985 0.203072
0.051 -0.870139 0.522288 -0.997046 -0.853944 0.538918 -0.947726 -0.918034 0.467825 -0.963826 0.203072
0.049 -0.859366 0.508771 -0.984518 -0.852418 0.552942 -0.975567 -0.923839 0.826463 -1.07007 0.202127
0.05 -0.848452 0.495452 -0.971822 -0.848932 0.519587 -0.973106 -0.904195 0.34012 -0.992986 0.203044
0.05 -0.837389 0.482259 -0.959411 -0.848321 0.502799 -0.98391 -0.928224 0.482763 -1.03569 0.203044
0.05 -0.826164 0.469179 -0.94696 -0.864792 0.496307 -0.970345 -1.11147 0.571523 -0.964412 0.203104
0.05 -0.814754 0.456289 -0.934298 -0.841213 0.489796 -0.997222 -0.700361 0.569158 -1.09109 0.203104
0.05 -0.803183 0.443572 -0.921499 -0.822826 0.465048 -0.962514 -0.742437 0.363191 -0.911988 0.203951
0.05 -0.793813 0.433471 -0.911265 -0.799622 0.438762 -0.941656 -0.656599 0.294395 -0.917695 0.203951
0.05 -0.779532 0.418471 -0.896066 -0.779994 0.444488 -0.901342 -0.716907 0.652943 -0.845914 0.194944
0.05 -0.7674 0.406144 -0.883236 -0.777601 0.424768 -0.903852 -0.852727 0.369232 -0.934893 0.192979
0.05 -0.755208 0.39398 -0.870663 -0.774495 0.414135 -0.904354 -0.842819 0.444296 -0.933356 0.202624
0.051 -0.742824 0.381986 -0.857886 -0.756323 0.414433 -0.83567 -0.699348 0.535129 -0.709531 0.202624
0.05 -0.730302 0.370083 -0.845466 -0.723394 0.409839 -0.844276 -0.516732 0.49114 -0.895809 0.191489
0.049 -0.717663 0.358411 -0.832849 -0.709266 0.395878 -0.808799 -0.689029 0.380827 -0.75643 0.204005
0.05 -0.704804 0.346813 -0.820319 -0.694563 0.385433 -0.774573 -0.673592 0.400711 -0.725494 0.202581
0.05 -0.694447 0.337663 -0.810318 -0.692876 0.365265 -0.792764 -0.764239 0.271328 -0.855088 0.202581
0.05 -0.678667 0.324084 -0.795138 -0.674137 0.349189 -0.789393 -0.63225 0.339839 -0.817494 0.206266
0.05 -0.665417 0.312964 -0.782775 -0.657421 0.332233 -0.781902 -0.613168 0.288858 -0.793827 0.204492
0.052 -0.652062 0.302089 -0.770201 -0.647169 0.308282 -0.795011 -0.659732 0.201886 -0.852137 0.204492
0.048 -0.635847 0.289246 -0.754764 -0.630317 0.294556 -0.754641 -0.613895 0.298485 -0.697136 0.204175
0.05 -0.624915 0.280836 -0.744691 -0.617158 0.282545 -0.76568 -0.583178 0.262589 -0.81396 0.200966
0.05 -0.611148 0.270465 -0.731827 -0.583701 0.269089 -0.72808 -0.389634 0.24868 -0.673441 0.204278
0.05 -0.59728 0.260279 -0.719449 -0.57038 0.241924 -0.739063 -0.560432 0.0981106 -0.790992 0.204278
0.05 -0.580452 0.248258 -0.704542 -0.572399 0.229102 -0.700909 -0.741551 0.234685 -0.64543 0.20367
0.051 -0.569117 0.240404 -0.694173 -0.573055 0.231148 -0.655234 -0.686628 0.327382 -0.573314 0.202105
0.051 -0.554757 0.230777 -0.681403 -0.554519 0.226488 -0.645839 -0.508295 0.28277 -0.655113 0.205856
0.048 -0.540385 0.221266 -0.668817 -0.537811 0.215173 -0.642436 -0.508114 0.208288 -0.663649 0.202915
0.05 -0.525792 0.211962 -0.656075 -0.527628 0.21448 -0.650296 -0.558934 0.311182 -0.698483 0.203527
0.05 -0.511229 0.202861 -0.643512 -0.517068 0.212153 -0.595535 -0.554687 0.278567 -0.499349 0.203527
0.05 -0.496402 0.193905 -0.631057 -0.522024 0.204918 -0.613353 -0.699577 0.236556 -0.68151 0.204258
0.05 -0.481539 0.18516 -0.618278 -0.499526 0.194486 -0.626321 -0.415283 0.195752 -0.686094 0.204258
0.05 -0.46652 0.176565 -0.605941 -0.482622 0.181648 -0.620511 -0.454076 0.157545 -0.634418 0.192266
0.05 -0.451462 0.168187 -0.593222 -0.458273 0.159969 -0.607059 -0.360067 0.0489748 -0.604298 0.203425
0.05 -0.4363 0.160009 -0.580501 -0.445911 0.153889 -0.611188 -0.460026 0.193597 -0.64997 0.203425
0.05 -0.424148 0.153622 -0.570519 -0.424748 0.150218 -0.584346 -0.333613 0.185728 -0.546014 0.191317
0.05 -0.405651 0.144189 -0.555756 -0.399733 0.154534 -0.572582 -0.326709 0.30433 -0.582501 0.194664
0.05 -0.390174 0.136556 -0.543152 -0.387868 0.147838 -0.568648 -0.411627 0.1751 -0.586987 0.191821
0.05 -0.374542 0.129125 -0.530614 -0.370354 0.136199 -0.533264 -0.346374 0.108248 -0.480683 0.202326
0.05 -0.358834 0.121913 -0.517613 -0.340468 0.12621 -0.505343 -0.200589 0.110377 -0.471802 0.20493
0.05 -0.343046 0.114914 -0.504784 -0.338108 0.114287 -0.511439 -0.45603 0.0859175 -0.552605 0.20493
0.05 -0.327217 0.108112 -0.492116 -0.314515 0.104801 -0.548859 -0.22539 0.107787 -0.66444 0.203121
0.05 -0.311255 0.101486 -0.479077 -0.301743 0.0997082 -0.539549 -0.320054 0.137785 -0.547722 0.204269
0.05 -0.295212 0.0950722 -0.466437 -0.305307 0.0960174 -0.496507 -0.484793 0.137649 -0.425562 0.204095
0.05 -0.275851 0.0876398 -0.451338 -0.285008 0.0776126 -0.466925 -0.267508 -0.00724864 -0.432344 0.204095
0.05 -0.266098 0.0840038 -0.443921 -0.266812 0.0797324 -0.466765 -0.181514 0.145638 -0.485498 0.200489
0.051 -0.246621 0.0770073 -0.428698 -0.240373 0.0872067 -0.497866 -0.158628 0.258399 -0.607445 0.200489
0.049 -0.2303 0.0714371 -0.416126 -0.213444 0.0846723 -0.397876 -0.114533 0.114522 -0.199046 0.203094
